SourcePort,DestinationPort,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
64957,53,0.002,93,46499.97675001163,93,46499.97675001163,0.0,0.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
54273,53,0.002,93,46499.97675001163,93,46499.97675001163,0.0,0.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
80,64559,0.0,54,54000000000.0,0,0.0,0.0,0.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
27036,27036,0.0,219,219000000000.0,0,0.0,0.0,0.0,219.0,219.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
27036,27036,0.0,216,216000000000.0,0,0.0,0.0,0.0,216.0,216.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
60162,443,3.823,4853,1269.4219196260995,13448,3517.656289950914,295600.24537695583,543.6913144211114,481.6052631578948,481.6052631578948,242.65,0.0,0.0,1.128914810554578,80660.61411411413,284.008123324165,103.32432432432434,103.32432432432434,201.21052631578948,0.0,0.0,2.748705352574523,152693.4926470588,390.760147209332,0.22435294117647062,0.22435294117647062,0.22435294117647062,0.0,0.0,1.7417206351675496,True
57314,443,0.789,298076,377789.6066187711,2573063,3261169.831101179,250554.03525811553,500.5537286427058,1045.9522768670306,1045.9522768670306,433.24999999999966,0.0,0.0,0.4785626837025007,17.07332619261963,4.131988164627245,0.287536443148688,0.287536443148688,1.148471615720524,0.0,0.0,14.370311133466448,22.903672119817838,4.785778110173709,0.000362354085603113,0.000362354085603113,0.000362354085603113,0.0,0.0,13.207462774983352,True
27036,27036,0.0,208,208000000000.0,0,0.0,0.0,0.0,208.0,208.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
27036,27036,0.0,205,205000000000.0,0,0.0,0.0,0.0,205.0,205.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
49336,443,4.721,1587740,336314.34011092683,2079232,440421.94440999324,197355.36372790867,444.24696254213,1009.628854625552,1009.628854625552,1014.5303514376992,0.0,0.0,0.4400101685945287,202.36385395731435,14.225464982112689,1.300192784356925,1.300192784356925,3.0185421994884907,0.0,0.0,10.941042853277759,392.5530660128591,19.81295197624168,0.0022545982575024213,0.0022545982575024213,0.0022545982575024213,0.0,0.0,8.787797072726429,True
65416,443,0.774,5368,6935.4005078354,9287,11998.70799483371,298553.77586206887,546.400746578982,488.49999999999983,488.49999999999983,357.8666666666667,0.0,0.0,1.1185276286138457,16708.29310344827,129.2605628312374,26.68965517241379,26.68965517241379,55.28571428571429,0.0,0.0,4.843096023211157,34381.142857142855,185.42152749112725,0.05471428571428572,0.05471428571428572,0.05471428571428572,0.0,0.0,3.3889052021257657,True
53713,443,0.11,3487,31699.999711818185,120,1090.9090809917357,355470.2380952381,596.2132488424239,515.2857142857143,515.2857142857143,697.4,0.0,0.0,1.157053712749894,927.4666666666664,30.454337403178982,18.333333333333336,18.333333333333336,27.0,0.0,0.0,1.6611456764464272,0.0,0.0,0.078,0.078,0.078,0.0,0.0,0.0,True
27036,27036,0.103,244,2368.9320158356118,217,2106.7960960505234,364.50000000000006,19.091883092036785,230.5,230.5,244.0,0.0,0.0,0.0828281262123816,0.0,0.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
60311,443,0.123,631,5130.081259105031,311,2528.4552639962985,23467.952380952378,153.19253369845535,134.57142857142858,134.57142857142858,210.3333333333333,0.0,0.0,1.1383733926552217,274.3,16.56200470957547,20.5,20.5,42.5,0.0,0.0,0.8079026687203691,724.0,26.90724809414742,0.03,0.03,0.03,0.0,0.0,0.896908269775017,True
57940,443,1.427,16519,11576.033628888554,336111,235536.79030445914,268132.5857423383,517.8152042402177,998.9518413597737,998.9518413597737,201.4512195121951,0.0,0.0,0.5183585262076789,2912.712177868428,53.96954861649695,4.053977272727272,4.053977272727272,17.333333333333332,0.0,0.0,13.312740790694356,3913.521809169764,62.55814742437442,0.0052555555555555585,0.0052555555555555585,0.0052555555555555585,0.0,0.0,11.903241579539964,True
51379,443,0.154,3519,22850.649202268512,120,779.220774160904,358216.1428571429,598.5116062844086,519.8571428571429,519.8571428571429,703.8,0.0,0.0,1.1513001494868922,1287.4666666666667,35.88128574433568,25.666666666666668,25.666666666666668,33.25,0.0,0.0,1.3979721718027678,0.0,0.0,0.111,0.111,0.111,0.0,0.0,0.0,True
60339,443,0.151,3291,21794.701842419196,120,794.7019814920399,345035.5714285715,587.3972858539368,487.2857142857143,487.2857142857143,658.2,0.0,0.0,1.2054473764201463,1674.566666666667,40.92146950766391,25.166666666666668,25.166666666666668,36.25,0.0,0.0,1.626018655869055,0.0,0.0,0.107,0.107,0.107,0.0,0.0,0.0,True
